DATASET;PREPROCESS;CLASSIFIER_NAME;IDX_EXTERNAL;FEATURES_NUMBER;PARAMS;METRICS_DICT
CC;mRMR;SVC;0;40;{'gamma': 1.0, 'C': 0.1};{'BAL_ACC': 0.5435049019607843, 'AUC_SCORE': 0.6017156862745098}
CC;mRMR;SVC;1;40;{'gamma': 1.0, 'C': 10.0};{'BAL_ACC': 0.5551470588235294, 'AUC_SCORE': 0.5159313725490197}
CC;mRMR;SVC;2;6;{'gamma': 10.0, 'C': 100.0};{'BAL_ACC': 0.5030637254901961, 'AUC_SCORE': 0.6151960784313726}
CC;mRMR;SVC;3;15;{'gamma': 1.0, 'C': 1.0};{'BAL_ACC': 0.5925245098039216, 'AUC_SCORE': 0.5857843137254901}
CC;mRMR;SVC;4;15;{'gamma': 0.01, 'C': 1000.0};{'BAL_ACC': 0.5147058823529411, 'AUC_SCORE': 0.44730392156862747}
CC;mRMR;SVC;5;6;{'gamma': 1.0, 'C': 100.0};{'BAL_ACC': 0.4387254901960784, 'AUC_SCORE': 0.4068627450980392}
CC;mRMR;SVC;6;75;{'gamma': 1.0, 'C': 10.0};{'BAL_ACC': 0.5931372549019608, 'AUC_SCORE': 0.6887254901960784}
CC;mRMR;SVC;7;75;{'gamma': 0.1, 'C': 100.0};{'BAL_ACC': 0.4595588235294118, 'AUC_SCORE': 0.4338235294117648}
CC;mRMR;SVC;8;100;{'gamma': 0.1, 'C': 10.0};{'BAL_ACC': 0.5876225490196079, 'AUC_SCORE': 0.5759803921568628}
CC;mRMR;SVC;9;40;{'gamma': 0.01, 'C': 1000.0};{'BAL_ACC': 0.39522058823529416, 'AUC_SCORE': 0.474264705882353}
CC;mRMR;SVC;10;30;{'gamma': 0.1, 'C': 10.0};{'BAL_ACC': 0.5232843137254902, 'AUC_SCORE': 0.5674019607843137}
CC;mRMR;SVC;11;3;{'gamma': 10.0, 'C': 100.0};{'BAL_ACC': 0.5343137254901961, 'AUC_SCORE': 0.6188725490196078}
CC;mRMR;SVC;12;40;{'gamma': 1.0, 'C': 1.0};{'BAL_ACC': 0.5373774509803921, 'AUC_SCORE': 0.616421568627451}
CC;mRMR;SVC;13;20;{'gamma': 1.0, 'C': 100.0};{'BAL_ACC': 0.4822303921568627, 'AUC_SCORE': 0.48161764705882354}
CC;mRMR;SVC;14;3;{'gamma': 10.0, 'C': 1.0};{'BAL_ACC': 0.5894607843137255, 'AUC_SCORE': 0.6740196078431372}
CC;mRMR;SVC;15;30;{'gamma': 1.0, 'C': 0.1};{'BAL_ACC': 0.585171568627451, 'AUC_SCORE': 0.5980392156862745}
CC;mRMR;SVC;16;3;{'gamma': 1.0, 'C': 1000.0};{'BAL_ACC': 0.5741421568627451, 'AUC_SCORE': 0.5686274509803921}
CC;mRMR;SVC;17;6;{'gamma': 1.0, 'C': 1000.0};{'BAL_ACC': 0.4509803921568627, 'AUC_SCORE': 0.5490196078431373}
CC;mRMR;SVC;18;3;{'gamma': 10.0, 'C': 100.0};{'BAL_ACC': 0.5808823529411764, 'AUC_SCORE': 0.5845588235294117}
CC;mRMR;SVC;19;75;{'gamma': 0.01, 'C': 0.001};{'BAL_ACC': 0.5, 'AUC_SCORE': 0.49019607843137253}
CC;mRMR;SVC;20;6;{'gamma': 1.0, 'C': 1000.0};{'BAL_ACC': 0.5667892156862745, 'AUC_SCORE': 0.6090686274509803}
CC;mRMR;SVC;21;40;{'gamma': 0.001, 'C': 100.0};{'BAL_ACC': 0.5214460784313726, 'AUC_SCORE': 0.5196078431372549}
CC;mRMR;SVC;22;4;{'gamma': 10.0, 'C': 100.0};{'BAL_ACC': 0.45772058823529416, 'AUC_SCORE': 0.47671568627450983}
CC;mRMR;SVC;23;8;{'gamma': 1.0, 'C': 1000.0};{'BAL_ACC': 0.5287990196078431, 'AUC_SCORE': 0.5355392156862745}
CC;mRMR;SVC;24;30;{'gamma': 1.0, 'C': 1.0};{'BAL_ACC': 0.44914215686274506, 'AUC_SCORE': 0.5465686274509804}
CC;mRMR;SVC;25;6;{'gamma': 10.0, 'C': 1000.0};{'BAL_ACC': 0.47181372549019607, 'AUC_SCORE': 0.4669117647058823}
CC;mRMR;SVC;26;7;{'gamma': 0.01, 'C': 1000.0};{'BAL_ACC': 0.5128676470588236, 'AUC_SCORE': 0.5245098039215687}
CC;mRMR;SVC;27;3;{'gamma': 10.0, 'C': 1000.0};{'BAL_ACC': 0.6311274509803921, 'AUC_SCORE': 0.633578431372549}
CC;mRMR;SVC;28;6;{'gamma': 0.01, 'C': 1000.0};{'BAL_ACC': 0.5251225490196079, 'AUC_SCORE': 0.5257352941176471}
CC;mRMR;SVC;29;20;{'gamma': 1.0, 'C': 10.0};{'BAL_ACC': 0.5165441176470589, 'AUC_SCORE': 0.5735294117647058}
CC;mRMR;SVC;30;4;{'gamma': 10.0, 'C': 1.0};{'BAL_ACC': 0.5269607843137255, 'AUC_SCORE': 0.5269607843137255}
CC;mRMR;SVC;31;9;{'gamma': 1.0, 'C': 1.0};{'BAL_ACC': 0.4852941176470588, 'AUC_SCORE': 0.5465686274509804}
CC;mRMR;SVC;32;4;{'gamma': 1.0, 'C': 1000.0};{'BAL_ACC': 0.5098039215686274, 'AUC_SCORE': 0.553921568627451}
CC;mRMR;SVC;33;3;{'gamma': 10.0, 'C': 100.0};{'BAL_ACC': 0.4074754901960784, 'AUC_SCORE': 0.4362745098039216}
CC;mRMR;SVC;34;50;{'gamma': 1.0, 'C': 0.1};{'BAL_ACC': 0.5729166666666666, 'AUC_SCORE': 0.5747549019607843}
