DATASET;PREPROCESS;CLASSIFIER_NAME;IDX_EXTERNAL;FEATURES_NUMBER;PARAMS;METRICS_DICT
CC;mRMR;SVC;0;3;{'gamma': 100.0, 'C': 1.0};{'BAL_ACC': 0.5018382352941176, 'AUC_SCORE': 0.4724264705882353}
CC;mRMR;SVC;1;8;{'gamma': 10.0, 'C': 1.0};{'BAL_ACC': 0.5227941176470587, 'AUC_SCORE': 0.49558823529411766}
CC;mRMR;SVC;2;100;{'gamma': 0.01, 'C': 10.0};{'BAL_ACC': 0.5, 'AUC_SCORE': 0.4919117647058823}
CC;mRMR;SVC;3;6;{'gamma': 1.0, 'C': 1000.0};{'BAL_ACC': 0.47205882352941175, 'AUC_SCORE': 0.4261029411764706}
CC;mRMR;SVC;4;40;{'gamma': 0.01, 'C': 1000.0};{'BAL_ACC': 0.5709558823529413, 'AUC_SCORE': 0.5908088235294118}
CC;mRMR;SVC;5;1;{'gamma': 1000.0, 'C': 1.0};{'BAL_ACC': 0.5621323529411765, 'AUC_SCORE': 0.5430147058823529}
CC;mRMR;SVC;6;5;{'gamma': 1.0, 'C': 1000.0};{'BAL_ACC': 0.49558823529411766, 'AUC_SCORE': 0.4933823529411765}
CC;mRMR;SVC;7;3;{'gamma': 10.0, 'C': 1.0};{'BAL_ACC': 0.5941176470588235, 'AUC_SCORE': 0.6003676470588235}
CC;mRMR;SVC;8;3;{'gamma': 10.0, 'C': 100.0};{'BAL_ACC': 0.6022058823529413, 'AUC_SCORE': 0.6511029411764706}
CC;mRMR;SVC;9;50;{'gamma': 0.001, 'C': 100.0};{'BAL_ACC': 0.49338235294117644, 'AUC_SCORE': 0.49007352941176474}
CC;mRMR;SVC;10;6;{'gamma': 10.0, 'C': 1.0};{'BAL_ACC': 0.5, 'AUC_SCORE': 0.4724264705882353}
CC;mRMR;SVC;11;7;{'gamma': 0.1, 'C': 10.0};{'BAL_ACC': 0.5503676470588235, 'AUC_SCORE': 0.588970588235294}
CC;mRMR;SVC;12;9;{'gamma': 0.01, 'C': 1000.0};{'BAL_ACC': 0.5691176470588235, 'AUC_SCORE': 0.5963235294117647}
CC;mRMR;SVC;13;3;{'gamma': 10.0, 'C': 1.0};{'BAL_ACC': 0.5099264705882353, 'AUC_SCORE': 0.5352941176470588}
CC;mRMR;SVC;14;1;{'gamma': 100.0, 'C': 10.0};{'BAL_ACC': 0.4875, 'AUC_SCORE': 0.5058823529411764}
CC;mRMR;SVC;15;1;{'gamma': 0.1, 'C': 10.0};{'BAL_ACC': 0.4849264705882353, 'AUC_SCORE': 0.5216911764705883}
