PREPROCESS;CLASSIFIER_NAME;IDX_EXTERNAL;FEATURES_NUMBER;PARAMS;METRICS_DICT
mRMR;SVC;0;15;{'gamma': 0.1, 'C': 100.0};{'BAL_ACC': 0.749554367201426, 'AUC_SCORE': 0.8645276292335117}
